Author,Title,Class Number,Class Name,Quarter,Year,Descriptors,Location,
"Petrick, Colleen; Tran, Cawa",Behavioral response of Lacuna vincta larvae to stratified predatory cues,Biol 533b,Larval ecology,Summer,2006,Cancer magister; Lacuna vincta; Gasterosteus aculeatus; Littorina scutulata,Friday Harbor Laboratories,
"Turner, Kevin",A comparison of post-settlement mortality between two marine reserves and non-reserves for Pyura haustor (Ascidiacea: Stolidobranchia),Biol 533b,Larval ecology,Summer,2006,Pyura haustor,"Friday Harbor Laboratories; Shady Cove, San Juan Island; Point George, Shaw Island",
"Vellutini, Bruno; Williams, Elizabeth; Wolf, Maya",Early post-settlement interactions within and between two colonial ascidian species,Biol 533b,Larval ecology,Summer,2006,Botrylloides violaceus; Aplidium californicum,"Roche Harbor, San Juan Island; Lopez Island",
"Suarez-Bosche, Nadia Elisa",Oocyte maturation in the sea cucumber Stichopus californicus,Biol 499,Comparative biology of egg maturation and fertilization,Spring,2006,Stichopus californicus,San Juan Island,
"Rosse, Stephanie",Egg maturation apprenticeship,Biol 499,Comparative biology of egg maturation and fertilization,Spring,2006,Pisaster ochraceus; Pycnopodia helianthoides; Orthasterias koehleri,Friday Harbor Laboratories,
"Spaulding, Emily",Identification of proteins that interact with PLCy in the starfish egg at fertilization,Biol 499,Comparative biology of egg maturation and fertilization,Spring,2006,Pisaster ochraceus; Dermasterias imbricata; Pycnopodia helianthoides; Orthasterias koehleri,San Juan Island,
"Charzynska, Agnieszka",Egg proteins that associate with PLCy during fertilization,Biol 499,Comparative biology of egg maturation and fertilization,Spring,2006,Strongylocentrotus franciscanus; Dendraster excentricus,"Rocky Point, San Juan Island; Crescent Beach, Orcas Island",
"Boswell, Aaron; McCann, Carrie",Oocyte maturation in Ascidians,Biol 499,Comparative biology of egg maturation and fertilization,Spring,2006,Pyura haustor; Cnemidocarpa finmarkiensis; Boltenia villosa,"Jensen's Marina, San Juan Island",
"Boswell, Aaron; McCann, Carrie",An overview of maturation and fertilization,Biol 499,Comparative biology of egg maturation and fertilization,Spring,2006,Pyura haustor,Friday Harbor Laboratories,
"Imakura, Kana",MAPK signaling during Pisaster ochraceus oocyte apoptosis,Biol 499,Comparative biology of egg maturation and fertilization,Spring,2006,Pisaster ochraceus,San Juan Island,
"Lin, Mimi","MAPK activity and oocyte maturation during fertilization of the polychaete worm, Serpula vermicularis",Biol 499,Comparative biology of egg maturation and fertilization,Spring,2006,Serpula vermicularis,"Jensen's Marina, San Juan Island",
"Natali, Jose
Quan, David
Skotheim, Kris",A mechanical model of microtube dynamics,Biol 499,Computational Modeling of Biological Networks,Fall,2006,"microtubes
mechanical models",,
"Vulovic, Ivan",In silico modeling of the lateral contraction model,Biol 499,Computational Modeling of Biological Networks,Fall,2006,"cytokinesis
Schizosaccharomces pombe",,
"Avanesyan, Roman",Computational model of force-driven treadmilling of actin filament in presence of formin and myosin,Biol 499,Computational Modeling of Biological Networks,Fall,2006,"computational models
actin polymerization
formin",,
"Mukhopadhyay, Bibhash",Mathematical analysis of PAR protein dynamics,Biol 499,Computational Modeling of Biological Networks,Fall,2006,"PAR protein
mathematical models",,
"Hoyos, Erika",Cell differentiation and pattern formation during C. elegans vulva development: a mathematical model,Biol 499,Computational Modeling of Biological Networks,Fall,2006,"mathematical models
C. elegans",,
"Fernandes, Vilaiwan",Exploring conditions of compatibility and incompatibility by a computational simulation of evolution in the endocycle gene network,Biol 499,Computational Modeling of Biological Networks,Fall,2006,"endocycle network
computational modeling",,
"Blaine, Jennifer","Pacific sand lance (Ammodytes hexapterus) present in the sandwave field of central San Juan Channel, WA: Abundance, density, maturity and sediment association",Fish 492,Marine Fish,"Fall
",2006,Pacific sand lance; Ammodytes hexapterus,San Juan Channel,
"Calvanese, Tom","Temporal and spatial variation in the Puget Sound rockfish Sebastes emphaeus (Starks, 1911) an indicator for marine reserves?",Fish 492,Marine Fish,Fall,2006,Sebastes emphaeus; Puget Sound rockfish,,
"Dauble, Alison",Characterization of copper rockfish (Sebastes caurinus) habitat in marine protected areas in the San Juan Islands,Fish 492,Marine Fish,Fall,2006,Sebastes caurinus; copper rockfish,San Juan Islands,
"Gamelin, Emily","Filling the gaps: Nearshore habitat classification in a marine protected area, San Juan Islands, WA",Fish 492,Marine Fish,Fall,2006,Sebastes; Ophiodon elongates,San Juan Islands,
"Hughes, Zachary","Ecological and economic assessment of potential eelgrass expansion at Sucia Island, WA",Fish 492,Marine Fish,Fall,2006,eelgrass; Zostera marina,,
"Mahoney, Brenna","Temporal changes in the abundance and length of nearshore bottomfish in the Shaw Island Marine Preserve, WA",Fish 492,Marine Fish,Fall,2006,Sebastes caurinus; Ophiodon elongatus; Hexagrammos decagrammus,,
"Rudd, Courtney",Using acoustic telemetry to investigate the movement patterns of male subadult lingcod (Ophiodon elongatus) in a marine preserve,Fish 492,Marine Fish,Fall,2006,Ophiodon elongatus,,
"D'Ambrosio, Debora Sabina","Diversity of bottomfish: Is it higher in marine protected areas than in unprotected areas in the San Juan Islands, WA?",Fish 492,Marine Fish,Fall,2006,Ophiodon elongatus; Sebastes maliger; Sebastes caurinus,,
"Alou, Eva; Morgan, Christina; Verdugo, Pedro",Bacterial colonization of marine gels in the San Juan Channel,Biol 499,Biophyiscs of the Aquatic Gel Phase,Summer,2006,marine gels,San Juan Channel,
"Zyuzin, Jekaterina; Tuthill, John; Verduge, Pedro",The role of assembled polymers gels in marine bacterial growth: an outlet for refractory carbon?,Biol 499,Biophyiscs of the Aquatic Gel Phase,Summer,2006,marine gels,,
"Yu, Chung Jong; Krumova, Tsveta",The effect of DOM polymer size on micro-gel assembly,Biol 499,Biophyiscs of the Aquatic Gel Phase,Summer,2006,marine gels,,
"Boyle, Sydney",Zooplankton abundance and distribution in the San Juan Archipelago,Ocean 499,Pelagic Ecosystem Function in the San Juan Archipelago,Fall,2006,Calanus,San Juan Islands,
"Curran, Ryan",Seasonal and vertical distribution of pleagic fish in the San Juan Archepelago,Ocean 499,Pelagic Ecosystem Function in the San Juan Archipelago,Fall,2006,,San Juan Islands,
"Fagan, Emily","Abundance and distribution of marine mammals in the San Juan Archipelago, WA, during fall 2006",Ocean 499,Pelagic Ecosystem Function in the San Juan Archipelago,Fall,2006,Phoca vitulina; Eumatopias jubatus; Phocoena phocoena; Phocoenoides dalli; Orcinus orca,San Juan Islands,
"Kalisz, Matthew",Temporal variability in physical oceanographic characteristics in the San Juan Archipelago during fall 2006,Ocean 499,Pelagic Ecosystem Function in the San Juan Archipelago,Fall,2006,,San Juan Islands,
"Le, Vinh",Temporal and spatial variation of microphytoplankton and picophytoplankton community within euphotic zone of the San Juan Islands,Ocean 499,Pelagic Ecosystem Function in the San Juan Archipelago,Fall,2006,,San Juan Islands,
"Nomura, Jennifer",Seasonal and tidal patterns in pelagic marine birds species of the San Juan Islands,Ocean 499,Pelagic Ecosystem Function in the San Juan Archipelago,Fall,2006,,San Juan Islands,
"Pasulka, Alexis","The influence of physical and biological processes on the spatial and temporal variability of dissolved oxygen concentrations in the San Juan Archipelago, WA, during fall 2006",Ocean 499,Pelagic Ecosystem Function in the San Juan Archipelago,Fall,2006,,San Juan Islands,
"Pelekis, Vija","Tidal influences on pelagic fish distribution in the San Juan Archipelago, WA",Ocean 499,Pelagic Ecosystem Function in the San Juan Archipelago,Fall,2006,,San Juan Islands,
"Richardson, Kurt",Distribution and species composition of seabirds in the San Juan Islands in fall 2006,Ocean 499,Pelagic Ecosystem Function in the San Juan Archipelago,Fall,2006,,San Juan Islands,
"Runyan, Jennifer","Phytoplankton abundance and genera richness in the San Juan Archipelago, Washington, USA",Ocean 499,Pelagic Ecosystem Function in the San Juan Archipelago,Fall,2006,,San Juan Islands,
"Siple, Margaret","Factors associated with spatial and interannual differences in temperature and salinity in the San Juan Archipelago, WA",Ocean 499,Pelagic Ecosystem Function in the San Juan Archipelago,Fall,2006,,San Juan Islands,
"Wooton, Elizabeth","Examining spatial and temporal variation of fish distribution in the San Juan Channel, San Juan Islands, WA",Ocean 499,Pelagic Ecosystem Function in the San Juan Archipelago,Fall,2006,,San Juan Islands,
"Ganders, Charisma","Effects of temperature change on Griffithsia pacifica, Ulva lactuca, and Fucus distichus",Biol 539b,Marine Algae,Summer,2006,Griffithsia pacifica; Ulva lactuca; Fucus distichus,,
"Letsch, Molly",Do Anthopleura eat more shrimp chips in the dark? Community distribution and feeding response in the symbiotic temperate Pacific sea anemones Anthopleura elegantissima.,Biol 539b,Marine Algae,Summer,2006,Anthopleura elegantissima,,
"Navarro, Carla",Does Hemigrapsus oregonensis prefer a native seaweed (Endocladia muricata) over an introduced seaweed (Caulacanthus ustulatus)?,Biol 539b,Marine Algae,Summer,2006,Endocladia muricata; Caulacanthus ustulatus,,
"Olson, David","Effects of tramping on the canopy forming fucoid alga Fucus distichus subsp. evanscens (C. Agardh) Powell, at Cattle Point, San Juan Island, WA",Biol 539b,Marine Algae,Summer,2006,Fucus distichus,,
"Rhodes, Olivia",Toxicity of diesel and biodiesel fuels: effects on the germination and growth of zygotes and germlings on the brown algal Fucus distichus,Biol 539b,Marine Algae,Summer,2006,Fucus distichus,,
"Rossini, Cyndi",Influence on Strongylocentrotus purpuratus in seaweeds,Biol 539b,Marine Algae,Summer,2006,Strongylocentrotus purpuratus,,
"Spencer, Erin","Historical comparison of Nereocystis luetkeana bed area and density estimates between 1911 and 2006  in Puget Sound, Washington",Biol 539b,Marine Algae,Summer,2006,Nereocystis luetkeana,,
"Yang, Sylvia",Does density of Fucus distichus (Phaeophyceae) affect local settlement of zygotes?,Biol 539b,Marine Algae,Summer,2006,Fucus distichus,,
"Palacio, Stephanie",The Effect of Temperature on the fedding time of Nucella ostrina,,Blinks Fellowship,Summer,2006,Nucella ostrina; B. glandula,,
"Stevens, Billie Jo","Ecology of Two Intertidal sea Stars, Leptasterias hexactis and Pisaster ochraceus",,Blinks Research Fellwoship Program,Summer,2006,Leptasterias hexactis; Pisaster ochraceus,,
"Igwe, Osita Benedict",Comparing the Cellular Morphology between the Lateral and Medial Portion of the Oral veil of Tritonia Diomedea,,Blinks Fellowship,Summer,2006,Tritonia diomedea; Cellular Morphology,,
"Dickerson, B.H; Strathmann, R.R.; Jacobs, M.W.",Delay of metamorphosis and its ecological consequences for solitary ascidians,,Blinks Fellowship,Summer,2006,solitary ascidians; metamorphosis; Boltenia villosa; Corella inflata,,
"Robinson, Brandon S.",Life History Characteristics of the Bryozoan Bugula sp.,,Blinks Fellowship,Summer,2006,Bugula sp.; Bugula turbinata,,
"Castillo, Angelica",Thin Filament Lengths Correlate with Nebulin and Titin sizes in Rabbit Muscles,,Blinks Fellowship,summer,2006,Nebulin; Titin; Rabbit Muscles,,
"Vagapov, Anton I.","Molecular characterization of ""living fossil"" Triops cancriformis (Crustacea, Notostraca) population from South Ural, Russia",,Blinks Fellowship,Summer,2006,Triops cancriformis; Russia; living fossil; 16S; rRNA; parthenogenesis,,
"Eerkes-Medrano, Dafne
Grabowski, Robert
Turner, Kevin
Williams, Elizabeth",Natural variation in nutritional condition of cyphonautes larvae of Membranipora membranacea (Bryozoa) and its effect on metamorphosis and colony formation.,Bio 533b,Larval Ecology,Summer B,2006,"Membranipora membranacea
Bryozoa
larvae",,
"Kimball, Justine","Spectral absorbance of visual pigments in a tidepoool fish community from San Juan Island, Washington, using microspectrophotometry (MSP)",Fish 492; Biol 499,Ecology and Development of Visual Systems in Marine Organisms,Spring,2007,tidepool fish; Microspectrophotometry,San Juan Island,
"Murphy, Christina",Spectral reflectance patterns in Northeastern Pacific tidepools,Fish 492; Biol 499,Ecology and Development of Visual Systems in Marine Organisms,Spring,2007,tidepool fish,"Cattle Point, San Juan Island",
"Park, Hannah",Explorations of tidepool fish visual systems: Retinal cone mosaics,Fish 492; Biol 499,Ecology and Development of Visual Systems in Marine Organisms,Spring,2007,tidepool fish,,
"Le, Vinh",Exploring ecological implications of polarization vision in tidepools of the San Juan Islands through computational modeling,Fish 492; Biol 499,Ecology and Development of Visual Systems in Marine Organisms,Spring,2007,,,
"Miller, Eric",The role of light in visually mediated burying behavior of the Pacific sand lance Ammodytes hexapterus: Endogenous rhythms,Fish 492; Biol 499,Ecology and Development of Visual Systems in Marine Organisms,Spring,2007,Ammodytes hexapterus,,
"Lockard, Christi","Retinomotor movements and spectral sensitivity of the light-mediated burying behavior of the Pacific sand lance, Ammodytes hexapterus",Fish 492; Biol 499,Ecology and Development of Visual Systems in Marine Organisms,Spring,2007,Ammodytes hexapterus,,
"Matterson, Kenan",The presence of polarized iridescence on the body of the subtidal hermit crab Pagurus ochotensis and its potential use as a visual cue,Fish 492; Biol 499,Ecology and Development of Visual Systems in Marine Organisms,Spring,2007,Pagurus ochotensis,,
"Martinson, Kris","Light adaptations in the retina exhibited by Agonopsis vulsa, a marine teleost",Fish 492; Biol 499,Ecology and Development of Visual Systems in Marine Organisms,Spring,2007,Agonopsis vulsa,,
"Chan, Kit-Yu Karen",Seimming in an occluded environment: a numerical model of hydrodynamic forces on swimming larvae by sinking particles,Biol 533c,Larval Biology,Summer,2007,larvae,,
"Chan, Kit-Yu Karen; Perino, Laurie",Response of scallop Chlamys hastata to surface slick of HAB species Heterosigma akashiwo,Biol 533c,Larval Biology,Summer,2007,Chlamys hastata; Heterosigma akashiwo,,
"Hoaglund, Elizabeth",Changing form and function: effects of morphological plasticity on the swimming ability of echinoderm pluteus larvae,Biol 533c,Larval Biology,Summer,2007,larvae; echinoderm pluteus,,
